"Région","Province","Arrondissement","Commune","Année","Type de bâtiment","Prix médian","Nombre de ventes"
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,9
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2012","Maisons avec 4 ou plus de façades (type ouvert)",,7
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2012","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",162750,16
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,9
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2013","Maisons avec 4 ou plus de façades (type ouvert)",,8
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2013","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",232000,17
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,13
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2014","Maisons avec 4 ou plus de façades (type ouvert)",,9
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2014","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",177500,22
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,13
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2015","Maisons avec 4 ou plus de façades (type ouvert)",,6
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2015","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,19
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,8
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2016","Maisons avec 4 ou plus de façades (type ouvert)",,4
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2016","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,12
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,10
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2017","Maisons avec 4 ou plus de façades (type ouvert)",,5
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2017","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,15
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,21
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2018","Maisons avec 4 ou plus de façades (type ouvert)",,12
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2018","Appartements",,1
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",203850,33
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,12
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2019","Maisons avec 4 ou plus de façades (type ouvert)",,9
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2019","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",199999,21
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2020","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement de Courtrai","Espierres-Helchin","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",179500,126
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2010","Maisons avec 4 ou plus de façades (type ouvert)",206250,40
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2010","Appartements",133750,70
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",179500,166
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",180000,121
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2011","Maisons avec 4 ou plus de façades (type ouvert)",200000,39
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2011","Appartements",147500,96
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",182500,160
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",177500,114
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2012","Maisons avec 4 ou plus de façades (type ouvert)",282500,38
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2012","Appartements",147000,88
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",194425,152
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",204500,137
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2013","Maisons avec 4 ou plus de façades (type ouvert)",242000,49
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2013","Appartements",138000,81
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",207000,186
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",198750,171
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2014","Maisons avec 4 ou plus de façades (type ouvert)",283000,39
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2014","Appartements",150000,115
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",207000,210
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",182500,121
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2015","Maisons avec 4 ou plus de façades (type ouvert)",,29
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2015","Appartements",156000,126
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",182500,150
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",195000,144
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2016","Maisons avec 4 ou plus de façades (type ouvert)",245250,40
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2016","Appartements",145000,108
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",200000,184
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",210000,158
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2017","Maisons avec 4 ou plus de façades (type ouvert)",179697,47
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2017","Appartements",161000,132
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",208726,205
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",219500,149
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2018","Maisons avec 4 ou plus de façades (type ouvert)",285000,35
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2018","Appartements",165000,148
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",225000,184
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",225000,187
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2019","Maisons avec 4 ou plus de façades (type ouvert)",299000,45
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2019","Appartements",150750,139
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",231000,232
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2020","Appartements",,
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Bredene","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Gistel","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",176000,75
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Gistel","2010","Maisons avec 4 ou plus de façades (type ouvert)",235000,29
"Région flamande","Province de Flandre occidentale","Arrondissement d’Ostende","Gistel","2010","Appartements",,5
